date,1. open,2. high,3. low,4. close,5. volume
10/21/2014,389.06,390.65,376.2,381.21,12081
10/22/2014,381,393.55,378.98,385.81,7953
10/23/2014,385.79,388.87,380,382.04,8315
10/24/2014,382.05,384.55,352.4,357.18,21058
10/25/2014,356.81,363.71,344.34,358.86,15639
10/26/2014,358.78,359.1,341.22,348.69,11095
10/27/2014,348.69,363,344.5,355.18,7916
10/28/2014,355.19,358.65,349.21,350,9540
10/29/2014,351.03,359.5,350.09,356.96,7003
10/30/2014,355.71,355.99,333.33,335.7,13256
10/31/2014,336.37,352.83,332.99,346.14,14119
11/1/2014,346.14,347.96,335.5,337.99,7525
11/2/2014,337.99,339.47,316.61,324.7,14970
11/3/2014,324.55,329,318.24,324.36,8335
11/4/2014,324.23,333.99,322.74,325.5,11276
11/5/2014,326.45,332.9,320,330.22,13703
11/6/2014,329.96,344.17,328.8,338.38,15373
11/7/2014,338.37,353.1,336.27,349.99,14288
11/8/2014,349.99,352.15,340.4,342.16,7243
11/9/2014,342.16,347.75,340.6,345.39,3771
11/10/2014,346.19,366.35,343.4,364.77,10537
11/11/2014,365.37,377.77,357.3,366.43,19273
11/12/2014,366.43,371.52,360.28,370.65,7702
11/13/2014,370.09,434.8,369.85,426.63,44040
11/14/2014,426.64,453.92,381.55,420.93,49884
11/15/2014,417.85,420.3,382.95,399.98,21657
11/16/2014,399.97,407.22,369,376.99,14428
11/17/2014,376.97,395,375,389.86,9680
11/18/2014,389.86,415,375,387.69,24309
11/19/2014,388.72,394.64,371,374.88,15205
11/20/2014,374.87,386.39,371.7,379.03,8984
11/21/2014,379.04,381.8,351.8,356.47,16380
11/22/2014,356.47,358.49,342.05,351.2,15248
11/23/2014,351.19,365.93,350.7,353.12,6705
11/24/2014,354.29,373.5,353.01,367.17,7971
11/25/2014,367.17,389.99,366.67,375.99,19079
11/26/2014,375.99,395.11,374.31,377.37,16156
11/27/2014,377.05,379.22,363.38,368.5,13021
11/28/2014,368.5,375.33,366.37,369.98,6218
11/29/2014,369.98,381.34,358,376.86,13791
11/30/2014,376,386.6,372.25,375.49,7252
12/1/2014,375.48,381.99,373.32,377.01,3085
12/2/2014,376.09,382.31,373.03,376.53,6937
12/3/2014,376.53,382.86,375.23,379.52,6550
12/4/2014,379.52,383,374.01,375.33,8457
12/5/2014,376.61,378.99,360,369.16,12332
12/6/2014,369.89,377.89,365.61,376,8600
12/7/2014,376,376.99,371.31,374.38,2386
12/8/2014,375.05,377.5,373.16,377.26,2490
12/9/2014,376.03,377.26,359.01,361.3,12336
12/10/2014,362.74,364.59,343.97,352.03,19034
12/11/2014,352.02,353.74,345,345.21,6964
12/12/2014,345.22,364.43,339.8,348.9,16159
12/13/2014,348.88,358.59,348,352.24,8079
12/14/2014,353.33,354.41,347.03,351.67,3845
12/15/2014,351.67,359.3,347.44,356.52,6538
12/16/2014,357.3,357.3,346.21,349,8092
12/17/2014,348.85,349.35,327.34,329.05,18183
12/18/2014,329.05,335.99,315.23,322,22891
12/19/2014,321.96,325.61,304.99,312.67,21603
12/20/2014,312.65,320,307.11,318.33,15995
12/21/2014,318.58,333,316.52,331.79,11378
12/22/2014,331.77,332.31,318.78,320.01,6358
12/23/2014,320.88,333.99,319.9,331.56,11812
12/24/2014,332.52,338.99,327.49,336.92,7679
12/25/2014,336.9,336.9,320.92,323.06,5884
12/26/2014,323.03,323.72,316.63,319.86,3888
12/27/2014,319.85,332,316.64,328.27,6406
12/28/2014,329.31,329.31,311.63,316.47,8687
12/29/2014,316.48,319.56,311.22,317.64,4121
12/30/2014,317.64,320.14,310.26,313.01,6929
12/31/2014,313.36,316.77,310,311.07,8885
1/1/2015,311.1,321,310.69,321,6338
1/2/2015,321,321,312.6,313.81,3087
1/3/2015,313.82,317.01,311.96,315.42,3468
1/4/2015,315.42,316.58,280,282,21752
1/5/2015,280,289.39,255,264,41441
1/6/2015,264.55,280,264.07,276.8,9528
1/10/2015,272.45,305,272.45,293.97,9914
1/11/2015,293.89,295,271.03,275.59,29448
1/12/2015,275.6,280.94,262.08,266.39,12758
1/13/2015,266.34,272.43,263.54,267.42,10478
1/14/2015,267.1,268.15,216,227,60556
1/15/2015,227.01,230.89,152.4,171.41,124188
1/16/2015,172,233.9,168.5,210.98,83488
1/17/2015,210.69,223.15,198.04,208.03,34723
1/18/2015,208.02,212.84,192.17,199.69,19121
1/19/2015,199.69,222,195.02,211.85,18205
1/20/2015,211.8,220.94,207.7,216.34,13037
1/21/2015,216.01,216.81,201.98,210.65,14129
1/22/2015,211.94,228.9,205,227.16,23160
1/23/2015,227.75,239,226.01,234.08,25405
1/24/2015,234.08,240,225.55,233.64,15268
1/25/2015,233.42,249.99,230.03,249.19,13793
1/26/2015,249.33,257,241.33,255.31,28760
1/27/2015,254.67,309.9,254.67,274.8,55829
1/28/2015,274.76,278.51,243.1,263.98,21159
1/29/2015,263.97,266.45,225.91,236.07,28092
1/30/2015,236.07,242.18,220,235.79,26012
1/31/2015,235.12,244.98,225.52,228.98,20614
2/1/2015,228.96,234.8,215.75,216.9,19208
2/2/2015,218.04,233,208.48,226.93,18408
2/3/2015,226.93,241.98,221.79,238.47,15612
2/4/2015,238.38,244.39,223.79,227.99,17499
2/5/2015,227.94,231,220.02,227,14983
2/6/2015,226.93,229,210.43,216.81,12982
2/7/2015,216.46,225.86,210.59,223.37,10951
2/8/2015,223.44,231.14,221.77,228.3,9663
2/9/2015,228.78,232.89,217.28,223.88,13775
2/10/2015,223.92,225.99,215,220.9,19473
2/11/2015,220.91,222,215,220.42,6882
2/12/2015,220.42,223.43,217.99,219.55,10676
2/13/2015,219.57,223.09,218.01,223,6964
2/14/2015,223.02,242.35,221.37,237,21412
2/15/2015,237,259.31,236.9,256.99,19824
2/16/2015,256.81,267.92,227.75,235.63,29173
2/17/2015,235.61,241.23,229.2,234.7,12394
2/18/2015,234.69,248.78,232.01,244.7,13121
2/19/2015,244.6,247,232.01,237.37,12821
2/20/2015,240.2501,245.01,235.59,240.59,8704
2/21/2015,245,249.32,239.41,245.48,9342
2/22/2015,245,249,235,245.41,2982
2/23/2015,235,247.42,232.48,236.5,7752
2/24/2015,235,241,232.05,239.65,6328
2/25/2015,239.75,240.97,236.07,239.55,5145
2/26/2015,237.75,240.98,236,237.97,3810
2/27/2015,238.5,249,234.01,236.84,5493
2/28/2015,240,256.15,236.16,252.78,22012
3/1/2015,240.0001,254.56,240.0001,253.47,5626
3/2/2015,252,269,245,258.34,9678
3/3/2015,268,277,255,274.93,18016
3/4/2015,258.875,284.95,258.875,281,20978
3/5/2015,257,283.88,257,270.78,14313
3/6/2015,269.0001,280.5,260,273.09,11428
3/7/2015,260,276.46,260,272.68,6853
3/8/2015,265,279.48,260,276.71,5716
3/9/2015,260,285,260,275,4431
3/10/2015,264.0001,291,264.0001,287.12,11996
3/11/2015,279.0001,296.8,276,290,13129
3/12/2015,289.0001,296.79,276,296.54,6737
3/13/2015,276,301,275.11,295.31,7880
3/14/2015,275.11,295.66,275.1,283.25,9610
3/15/2015,275.1,287.69,275.1,282.01,5375
3/16/2015,301,301,275,286.75,2430
3/17/2015,275,294.26,275,289.27,6499
3/18/2015,275,292.99,262.09,282.8,6448
3/19/2015,267.01,284,248.8216,256.45,21657
3/20/2015,254.899,267.9767,249,261.81,15018
3/21/2015,263.5608,265.27,254.6914,261.96,5679
3/22/2015,265.1378,267.5168,256.25,260,4624
3/23/2015,270.3295,274.2981,259.24,267.74,5977
3/24/2015,263.019,271.596,242.5255,265.94,8660
3/25/2015,273,273,241.84,245,19086
3/26/2015,251.3686,251.3686,236.4,246.94,12881
3/27/2015,253.2201,253.75,242.9175,249.23,8385
3/28/2015,243.6819,258.8807,243.6819,247.94,6089
3/29/2015,252.0705,253.83,247.25,252.87,5685
3/30/2015,242.5255,254.3528,239.96,242,6690
3/31/2015,253.5414,253.7301,236.52,247.95,7951
4/1/2015,239.87,250,238.55,244.24,8114
4/2/2015,245.4759,255,229,246.69,6226
4/3/2015,253.5,256.96,244.52,253.28,9806
4/4/2015,252.587,256.67,248.9974,254.19,5049
4/5/2015,252.0763,262.6698,250.76,253.7,2769
4/6/2015,253.6,261,251.65,260.54,5759
4/7/2015,253.8833,262.98,252.1029,255.58,5962
4/8/2015,251.4817,268,245.691,253.72,6011
4/9/2015,245.5595,269,240.88,244.58,11667
4/10/2015,243.555,249.9,99,243.43,7945
4/11/2015,233.1575,249.9,230.1,235.99,11561
4/12/2015,234.8725,239.42,230.1,236.15,4116
4/13/2015,232.05,246,230.1,236.5,3173
4/14/2015,234.0001,236.9,213.7184,223.15,13925
4/15/2015,219.9093,225.1395,210,215.8,18582
4/16/2015,226.2617,229.5779,214.05,222.88,9950
4/17/2015,224.7876,229.67,222.44,227.5,10835
4/18/2015,221.6562,228.29,220,222.6,7928
4/19/2015,225.5,225.5,220.32,223.4,4620
4/20/2015,223.5779,229.5051,221.91,222.54,5901
4/21/2015,223.5779,233,221.43,224.3,5966
4/22/2015,238.374,238.374,223.91,235.74,9923
4/23/2015,230.5666,238.64,229.1,233.45,10710
4/24/2015,231.6475,236.22,223.5779,235.98,8352
4/25/2015,223.5779,236,223.5779,230.24,8543
4/26/2015,223.5779,232.29,206.5644,226.12,5288
4/27/2015,219.01,227.26,214.2427,219.52,11240
4/28/2015,227,229.93,217.52,227.23,13816
4/29/2015,227,227.56,221.45,225.16,9345
4/30/2015,227,255,221.81,225.48,8669
5/1/2015,241.9974,243.4324,224.6,236.2,12490
5/2/2015,235,239.23,230.51,231,6687
5/3/2015,235,239.4042,229.87,233.83,4350
5/4/2015,235.5283,242.25,232.31,239,4408
5/5/2015,233.1763,242.2,229.6875,238.34,7504
5/6/2015,229.7414,240,225,235.12,8621
5/7/2015,226,235.94,225,228.49,8623
5/8/2015,240,249.5324,227.35,236.87,11062
5/9/2015,239.806,249.5324,235.29,243.2,9487
5/10/2015,246.25,247.01,238.62,241.96,5499
5/11/2015,225,246.25,225,239.13,3520
5/12/2015,239.0711,244.9044,237.99,241.3,9690
5/13/2015,239.3999,242,237.54,241.03,8418
5/14/2015,240.7714,249.5324,235.06,235.97,9333
5/15/2015,243.2662,254,232.22,237.13,7530
5/16/2015,244,253,235.12,237.37,4537
5/17/2015,243.5,250,234,235.66,3116
5/18/2015,240.5,245.5,234.15,235.97,2645
5/19/2015,242,260,230.5,232.87,7528
5/20/2015,240,244,230.86,231.4,5658
5/21/2015,233.1475,234.86,230.84,234.43,7862
5/22/2015,232.5255,237.4054,232.5255,235,4609
5/23/2015,240,242,232.92,238.99,10451
5/24/2015,241.95,243,235.656,237.76,3216
5/25/2015,236.9221,242,234.1587,239.22,2921
5/26/2015,240,241.6213,233.1,235.59,5625
5/27/2015,235.6679,241,234,235.71,8590
5/28/2015,240,241.7267,234,235.17,8573
5/29/2015,238.51,243,234.87,236.46,5006
5/30/2015,237.3547,238,234,236.03,6165
5/31/2015,234.3266,241,231,232.11,4246
6/1/2015,233,239.98,228,228.91,4372
6/2/2015,230.84,235,220.65,223.51,12185
6/3/2015,225,233,221.34,225.18,7745
6/4/2015,229,229,222.57,224.27,5815
6/5/2015,225,229,222,222.99,4822
6/6/2015,224,227,219.03,224.4,8396
6/7/2015,227,243,223.07,224.99,2773
6/8/2015,226,230,221.86,222.7,3324
6/9/2015,235,237,222.31,228.17,8987
6/10/2015,237,238,226.67,228.7,9130
6/11/2015,229,239.999,226.83,227.8,6284
6/12/2015,229.5,239.999,227.25,229.03,4727
6/13/2015,239.999,239.999,228.29,229.4,5887
6/14/2015,232.5,239,228.06,231.64,4009
6/15/2015,234,237.5,230.94,232.09,3586
6/16/2015,237,241.8,231.55,235.92,10505
6/17/2015,234.32,252.05,234.32,250.09,17956
6/18/2015,245,257.39,243.2,247.76,16952
6/19/2015,250,256.6435,240,248.4,11148
6/20/2015,244.9338,250,238,243.7,6784
6/21/2015,240.1972,246.5,238.7461,244.76,4435
6/22/2015,246.5,250.9556,241.06,243.64,1947
6/23/2015,249,249,242.64,246,5149
6/24/2015,246.7871,247.8518,233.7945,243.74,4962
6/25/2015,238.636,245.4977,238.2,240.19,6724
6/26/2015,244,244.8,239,241.98,5003
6/27/2015,240,250,240,242.98,5272
6/28/2015,245,252,242.36,251.21,7101
6/29/2015,249.99,255.675,246.9019,248.62,6104
6/30/2015,255.4182,263.8815,248.3,256.04,15393
7/1/2015,259,268,253.6585,262.5,19903
7/2/2015,255.8398,265.25,253.81,257.62,13395
7/3/2015,255,260.77,253.19,254.54,9827
7/4/2015,256.223,257,252.4,255.92,9154
7/5/2015,257.5,276.5855,254.05,260.2,7911
7/6/2015,270,301,258.75,271.5,21363
7/7/2015,265.2451,278.54,262.8915,268.51,20028
7/8/2015,267,276.4632,263.4826,265.51,13757
7/9/2015,270.5888,273.24,263.01,270.63,16043
7/10/2015,270.1,289.3258,265.92,268.92,13909
7/11/2015,265.414,298.2585,265.414,285.23,29153
7/12/2015,298.6079,312.2405,283.88,291.64,11695
7/13/2015,307,317.99,270,310.55,22500
7/14/2015,288.8889,310.73,281,292.68,29776
7/15/2015,292.8475,297.13,283.3279,287.55,10362
7/16/2015,280.233,293.7,280.233,285.67,9800
7/17/2015,281.4307,292.4,274.7436,277.89,21104
7/18/2015,275.5685,280.73,272.31,279.43,11477
7/19/2015,281.4544,283,272.909,276.79,9362
7/20/2015,278,282.498,274.1482,275.47,5290
7/21/2015,282.5408,285.9988,274.62,278.96,8819
7/22/2015,278,282.7942,276.28,276.76,9002
7/23/2015,278,278,275,277.68,8318
7/24/2015,278,284,275.79,276.61,6440
7/25/2015,283.7539,294.1684,275.9,289.01,15854
7/26/2015,293.9237,293.9237,286.5,288.78,7545
7/27/2015,285.4,294,284.8669,293.19,5299
7/28/2015,293.1062,297.44,286.43,294.29,14651
7/29/2015,294.0711,299.4672,291.4513,294.01,8800
7/30/2015,292.3618,294.57,284,289.85,10236
7/31/2015,284,290.08,284,288.01,8108
8/1/2015,284,289,275.7245,284.33,7903
8/2/2015,280,286.4381,276.66,280.19,7104
8/3/2015,285.4383,288.9656,276.57,282.32,4530
8/4/2015,281.1045,288,279.52,280.43,6310
8/5/2015,288.2,288.9654,279.7933,285,6206
8/6/2015,279.7933,285.86,275.6375,281.13,6550
8/7/2015,277.2285,281.65,275.9225,277.48,7124
8/8/2015,280.9999,282.236,262.6476,279.63,8668
8/9/2015,263,279.97,260.41,262.19,10271
8/10/2015,266.2193,268.95,261.01,265.05,8870
8/11/2015,266.2193,269.256,261.6,264.33,9698
8/12/2015,269.256,275.6264,263.3286,271.15,8396
8/13/2015,263.3926,271.16,260,267.73,9523
8/14/2015,260.1434,267.88,255,264.48,10713
8/15/2015,265,267,258.2769,265.4,8013
8/16/2015,257.8978,266.5,256.7643,261.46,5486
8/17/2015,257,263.8848,254.01,256.11,9633
8/18/2015,262.3806,262.3806,174.5701,256.47,8667
8/19/2015,191.3,256.99,191.3,224.8,16165
8/20/2015,227,241.7578,222.01,226.92,24303
8/21/2015,229.6564,242.05,226.4,235.54,15823
8/22/2015,233.13,285,225,233.49,10300
8/23/2015,230.2595,236.1496,223.01,231,15857
8/24/2015,228.4526,237,201.4575,228.89,12871
8/25/2015,214.965,228.99,197.574,209.72,37547
8/26/2015,219.99,228.04,198.12,222.38,42313
8/27/2015,222,231.09,208.3,225.8,24014
8/28/2015,215.4287,233.99,212.1835,225.09,14367
8/29/2015,232,235.93,220,231.65,22904
8/30/2015,226.9,233.9,211.011,230.54,15494
8/31/2015,215,232.75,211,229,15489
9/1/2015,226.1179,232.49,223.3248,229.86,15807
9/2/2015,226,233,222.2883,227.96,23926
9/3/2015,226,232.6721,224.3597,229.18,21471
9/4/2015,225,231,225,227.28,19740
9/5/2015,231,238.99,226.33,230.52,20874
9/6/2015,233,243.2273,229.23,235.6,20106
9/7/2015,241.4,245,235.02,240.28,25766
9/8/2015,243.5,243.5,238.44,240.19,23152
9/9/2015,243,246.24,236.5,244.21,24027
9/10/2015,240.6,244.22,236.5,238.35,23252
9/11/2015,236.6,255,234.78,238.66,20700
9/12/2015,238.7,244.9071,236.61,240,13808
9/13/2015,237.602,240,226.5,234.79,17451
9/14/2015,233.9778,236.09,226.5,229.66,19655
9/15/2015,228.5,233,223.99,229.71,16675
9/16/2015,233,233.4736,226.5,230.03,17298
9/17/2015,231.4736,235.6892,223,228.34,18169
9/18/2015,232.7,238.264,227,232.17,14645
9/19/2015,233.5,235.8,230.83,233.12,19459
9/20/2015,234.47,234.47,229.89,230,11231
9/21/2015,233,233,227.1698,230.16,13402
9/22/2015,227.5,232.5,225,226.15,14084
9/23/2015,227.5413,232.5,223.12,230.42,19333
9/24/2015,230.3,235,228,229.42,13588
9/25/2015,235.52,238.264,228.89,233.86,24203
9/26/2015,238,238,232.5,235.22,22555
9/27/2015,233,237.1,233,233.81,15109
9/28/2015,237.1,243.4939,231.16,232.41,17540
9/29/2015,243.2,245.4999,231.69,239.14,17595
9/30/2015,242.14,245.4,233,236.94,19880
10/1/2015,236,242.7,234.67,236.2,20935
10/2/2015,242.3,243.5403,235.01,237.15,20342
10/3/2015,241.6755,242.999,235,237.77,16908
10/4/2015,238.1673,242.979,236.3,238.95,17825
10/5/2015,238.8,242.969,236.979,238.6,15015
10/6/2015,238.0879,249.7664,236.1,240.84,20318
10/7/2015,242.25,252.3868,239.52,246.57,26686
10/8/2015,248.5,248.5,242.06,243.2,23769
10/9/2015,246.89,246.89,242,242.9,13985
10/10/2015,246.4,246.5,242.16,244.48,14100
10/11/2015,243.1,248.2821,243,245.71,17316
10/12/2015,243.5093,248.5,243.5093,248.05,19141
10/13/2015,244.6001,250.4,244.6001,245.81,10672
10/14/2015,250.3878,257.2621,242.82,249.73,25904
10/15/2015,254,262.6681,248.06,252.47,26947
10/16/2015,259.5033,266.081,250.3,254.49,22040
10/17/2015,266,277.6389,253.69,263.09,34819
10/18/2015,273,273,260.8,270.07,25332
10/19/2015,261.5,271.17,260,261.05,10003
10/20/2015,267.444,275.5,259.82,263.66,16708
10/21/2015,275.5,275.5,261.9246,270.64,28976
10/22/2015,266.3,276.147,261,267.89,20405
10/23/2015,270.31,284.2995,267.39,275.21,30169
10/24/2015,278.499,283.9255,273.46,278.6,21573
10/25/2015,283.06,298.74,278.22,282.84,20602
10/26/2015,287.85,296,279,283.96,30015
10/27/2015,281.6,298.5,279.25,286.9,21285
10/28/2015,297.7,307.75,281.0163,295.54,34023
10/29/2015,295.5,314.6753,293.3136,305.67,31286
10/30/2015,312.6,326.87,301.7,314.82,32306
10/31/2015,326.87,334.05,306.4597,328.65,39393
11/1/2015,312.0801,334.67,302.99,310.18,28768
11/2/2015,326.7445,370.026,303.01,325.78,14310
11/3/2015,366.1,424,320,361.26,45218
11/4/2015,399.99,477,359.4897,404.06,77330
11/5/2015,393,502,366.711,408,106017
11/6/2015,382.5,448.79,350,385.5,60217
11/7/2015,367.3001,397.3333,353.26,374.47,46989
11/8/2015,384.5,392.82,369,383.53,26357
11/9/2015,371.0001,390.47,363,372.65,27476
11/10/2015,382.5155,386.79,327.7,377.9,25973
11/11/2015,335.2001,381.44,303.3331,336.8,48965
11/12/2015,313.13,343.2918,294,309.91,51537
11/13/2015,339,344.78,308.42,337.17,37762
11/14/2015,337,342,325,336.99,24674
11/15/2015,340.19,356.1,318,333,25714
11/16/2015,318,336.004,314.6,319.28,27654
11/17/2015,335,340,315,330.83,22259
11/18/2015,338.5,350.44,329,336.08,27728
11/19/2015,336.31,337.9,320.1,335.65,27269
11/20/2015,332.95,336.48,318,326.02,26935
11/21/2015,323.5,335.34,310,322.04,21316
11/22/2015,325.5,334.69,318.52,326.5,5141
11/23/2015,328.75,334.69,320.13,324.2,4063
11/24/2015,329.99,329.99,320.39,323.48,5117
11/25/2015,327.9999,329,317,319.7,8662
11/26/2015,328.99,366.9559,316,328.9,12290
11/27/2015,355.1013,378.8889,328.53,353.21,36000
11/28/2015,362,364.8,347.84,357.14,13300
11/29/2015,357.1,378.8889,350.41,356.95,6281
11/30/2015,375,385,354.45,371.48,7828
12/1/2015,379.4,383,355,376.71,18114
12/2/2015,356.45,379,353.5251,363.06,15420
12/3/2015,365.4609,375,348.64,358.89,12350
12/4/2015,365,370.53,355.1228,361.42,12202
12/5/2015,365.49,392.265,355.92,363.62,10029
12/6/2015,390,400,363,388,16808
12/7/2015,398,403,383,388.24,14695
12/8/2015,398.5,418.5543,381.01,395.57,14970
12/9/2015,413,429,388.33,417.89,11489
12/10/2015,420.5143,425.1768,400,416.98,21053
12/11/2015,420,456.658,408.91,415.57,8515
12/12/2015,445.796,468,405.6628,453.04,29076
12/13/2015,427.8672,467.8,403,436.19,29789
12/14/2015,433.0409,449.495,422.03,433.07,11735
12/15/2015,443,465.1505,428.42,443.36,13419
12/16/2015,465.1505,468.5,442.94,464.53,18120
12/17/2015,456,465,436.89,455.87,23380
12/18/2015,453.5,465,448.75,456.17,6609
12/19/2015,458,466.929,452.13,462.46,12939
12/20/2015,456.8164,465.9,431.01,461.8,6864
12/21/2015,443.0992,462,426,442.54,16653
12/22/2015,432.259,450,425.52,438.07,18946
12/23/2015,434,446,433.06,435.48,8151
12/24/2015,445.68,464.8857,434.43,442.56,7112
12/25/2015,453.063,459.54,443.01,455,10142
12/26/2015,456,461,409.0002,455.51,2903
12/27/2015,420.9502,457.45,407.25,417.39,26686
12/28/2015,423.08,431.6904,410.5,421.76,6976
12/29/2015,421.1,437.0783,417.01,421.46,7568
12/30/2015,433.2,434.07,418.55,431.82,10427
12/31/2015,424.27,434.97,417,425.84,7723
1/1/2016,428.26,435,419.99,430.89,6641
1/2/2016,434.99,438.14,427.2,433.82,3790
1/3/2016,432.31,435.99,426.4531,433.55,2973
1/4/2016,427.2911,436,424.06,431.04,4572
1/5/2016,430.1402,436,428.44,434.17,5718
1/6/2016,430.1705,435.39,427.29,432.43,3883
1/7/2016,427.5006,458.897,426.54,429.56,5531
1/8/2016,451.1,468,429.25,457,16846
1/9/2016,453.05,465,444.51,452.7,10263
1/10/2016,447.42,454,440.02,448.84,4416
1/11/2016,448.77,455.67,440.8,448.79,4094
1/12/2016,447.7423,451.13,434.5133,448,8004
1/13/2016,433.5125,448,422.9383,434.85,6952
1/14/2016,428.5348,438.35,424,432.64,10072
1/15/2016,428.7966,434,358.2054,429.55,4492
1/16/2016,357.3591,429.8,335.022,360,37383
1/17/2016,386.4619,394.1,352,386.91,25055
1/18/2016,371.4422,399.95,367.1111,380.16,8474
1/19/2016,393.9,395,373.63,385.49,7038
1/20/2016,379.502,422.8827,375.59,376.76,7261
1/21/2016,418,422.98,372.53,416.32,25189
1/22/2016,405,421.25,375,409.59,9431
1/23/2016,378.0289,410.07,374.45,382.55,14779
1/24/2016,385,407.918,378.8093,386.4,7691
1/25/2016,404.8294,406.8009,384.9095,402.16,5494
1/26/2016,390.26,402.31,384.9095,390.9,8080
1/27/2016,387.79,401.1761,384.332,391.77,6622
1/28/2016,391.19,397,374.6881,394.95,4291
1/29/2016,376.98,395.56,357.5905,379.75,11448
1/30/2016,378.9428,383.99,363.73,378.22,13548
1/31/2016,380.23,380.5,362.6,375.64,2609
2/1/2016,367.34,380.1,360.5,368.49,4203
2/2/2016,376.09,378.2,366.53,371.81,7270
2/3/2016,368.8139,375,351.8882,373.05,5743
2/4/2016,360.0856,389.5455,358.5525,368.38,7154
2/5/2016,385.7773,397.9751,367.95,387.82,13504
2/6/2016,388.1896,389.5,371,385,7413
2/7/2016,376.97,384.98,369,375.39,5778
2/8/2016,373,380,369.1,375,2902
2/9/2016,373.22,380.49,369.6545,370.91,6998
2/10/2016,376.9883,385,364.1,373.2,5879
2/11/2016,382.98,388.254,371,379.66,10063
2/12/2016,378.3131,415.2023,320.2631,377.98,7624
2/13/2016,384.31,398,377.07,383.27,6111
2/14/2016,391.99,406,382,390.99,7399
2/15/2016,398,408.7,390.59,405,9860
2/16/2016,399,412.8,393.4,399.28,7970
2/17/2016,411.5,426,396,407.51,8472
2/18/2016,413.5,424.77,404,415.54,11926
2/19/2016,420,424.9,413,421.18,8623
2/20/2016,416.001,440,414,419.54,5103
2/21/2016,437,445,419.5,434.63,11715
2/22/2016,441,447.99,426,438.5,10354
2/23/2016,440,440,413.42,438.27,5981
2/24/2016,416.1,440,405.995,419.1,10603
2/25/2016,409.453,425.7018,384.02,423.78,7448
2/26/2016,420,432.48,411.889,423.51,5685
2/27/2016,429,435,418.01,432,4679
2/28/2016,430,439.44,381,431.07,4331
2/29/2016,431.5908,441.3348,422.29,431.68,3571
3/1/2016,440,442.9,424.73,435.23,8586
3/2/2016,432.37,439,422.1365,432.5,7024
3/3/2016,423.5091,434.5,408.09,423.45,5981
3/4/2016,422.33,437.3966,393.456,420.29,7677
3/5/2016,400.3654,423.9,378.8915,408.01,8121
3/6/2016,391.999,433,378.99,399.83,16731
3/7/2016,407,420.0269,393.11,406.23,5844
3/8/2016,409.9,415.6059,402.8304,414.01,6054
3/9/2016,410.4,415,401,411.75,5778
3/10/2016,404.1059,420.0017,402.1859,413,5036
3/11/2016,417.3,424.4448,409.31,416,5349
3/12/2016,421.1,422.07,406.573,419.13,6237
3/13/2016,410.6411,420.93,403,410.9,4806
3/14/2016,403.8864,420,385,413.04,3712
3/15/2016,413.16,419.9896,408.05,414.99,4549
3/16/2016,413.49,419.9,409.484,415.85,4666
3/17/2016,418.1,428.8525,413.15,416.57,4276
3/18/2016,418.31,421,395.0001,418.49,4068
3/19/2016,401.021,418.49,400,407.91,6559
3/20/2016,409.23,415.7113,404.1,409.04,2965
3/21/2016,409,412.98,402.92,411.28,2740
3/22/2016,406.5676,418.5941,403.9616,411.67,3660
3/23/2016,414.9996,423,410.35,416.64,4027
3/24/2016,416.6,423.8144,413.44,417.62,5083
3/25/2016,418,418.88,412.85,415.17,2798
3/26/2016,415.478,420.5912,412,415.7,2644
3/27/2016,415.271,429,414,416.96,1372
3/28/2016,424.1252,428.7521,415.77,424.77,5152
3/29/2016,421.1,428.5,410,422.87,3460
3/30/2016,416.965,424.37,407.22,415.95,6211
3/31/2016,416.7734,420.4226,408.59,413.74,4863
4/1/2016,416,420.04,411.4,414.66,3803
4/2/2016,418.59,424,413.42,416.31,3898
4/3/2016,419.9191,424.5,416.01,419,2228
4/4/2016,421.9082,423.999,416.1,419.11,1401
4/5/2016,422.8,425.887,416,418.75,3534
4/6/2016,424.16,425.9381,416.61,422.71,4040
4/7/2016,422.9225,424.705,420,421.03,2443
4/8/2016,421.9684,426.5,418,420,3344
4/9/2016,419.0188,426.6042,414.1791,417.75,4719
4/10/2016,417.6272,425,412,418.24,3814
4/11/2016,419.7193,424.77,417.2,420.04,1818
4/12/2016,423.1754,429.98,418,422.69,3651
4/13/2016,426.5,427.5,421,425.54,6151
4/14/2016,424.5658,428.999,422.27,423.93,3999
4/15/2016,427.201,437.2711,420.57,424.86,3932
4/16/2016,430.6171,436.3456,423.07,429.45,4452
4/17/2016,431.431,438.7912,426,430.69,2015
4/18/2016,428.82,432.8,424.24,427.42,1611
4/19/2016,428.7,440.5342,425.8,428.14,3249
4/20/2016,437.902,448.4773,426.24,435.63,3893
4/21/2016,443.122,459.245,433.11,442.13,7753
4/22/2016,450.799,456.747,440,451,5564
4/23/2016,449.2821,454.8283,442.96,447.7,5559
4/24/2016,453.11,464.385,444.46,451.92,2311
4/25/2016,460.9014,474.0689,447.06,460.02,7233
4/26/2016,463.9,472.48,455.13,462.33,5712
4/27/2016,467.75,469.87,443,467.42,4861
4/28/2016,443.025,469.03,421.91,445.38,7215
4/29/2016,451,484.484,435,449.14,8812
4/30/2016,454.9545,456.53,440.01,456.53,3079
5/1/2016,445.6844,456.9,442.0273,448.37,2465
5/2/2016,447.447,453.78,425.9,453,1361
5/3/2016,445,453.8,438.59,444.06,6413
